TITLE = "Normal Surface Vectors With Central axis Line"
VARIABLES = "XV", "YV", "ZV" 
ZONE T="Step 0 Incr 0" 
F = VECTORS
2.423133335062060134e-01 -9.699209736188822983e-01 2.318519655533747212e-02
1.781527222122498977e-01 -7.698832397699879593e-01 -6.128143313350563615e-01
-5.906056649325116398e-02 -9.968734569225302655e-01 5.248962153436103478e-02
1.413140498491875785e-02 9.096569830898679765e-01 4.151198339142469496e-01
-1.020843641926373752e-01 -9.943467906481575636e-01 2.921031521730405728e-02
-5.942104116912420853e-02 -9.942242746579752488e-01 8.937131277541075780e-02
1.882672158732060994e-02 9.169323065685932583e-01 3.985984191201375482e-01
1.592182025084029617e-01 -6.695814790499148295e-01 -7.254724025787070429e-01
-2.735441273735325293e-02 9.981086312082116940e-01 -5.505357764455101610e-02
-5.095761365535406845e-02 9.826041798314668618e-01 -1.785842865099897814e-01
-1.002299113278068421e-02 9.195352983311846362e-01 3.928795932238418609e-01
9.832234732946452116e-01 1.670575400556089107e-01 -7.323510000664081032e-02
-1.512780985373738118e-01 -2.828239136100121898e-01 -9.471671292824898059e-01
-1.125693588084692442e-01 -7.166902225358824374e-01 6.882465142511928757e-01
-8.965219794394096997e-02 -8.669113070384872888e-01 4.903338343747471462e-01
-1.708758619988474114e-01 9.745353935521500199e-01 -1.451971297936250904e-01
-1.704674192068137140e-01 9.727902673747923501e-01 -1.569074717464039037e-01
1.225319182935544551e-02 9.999183109952337611e-01 -3.637392806928121253e-03
-2.228568880695570940e-03 9.999045547801651557e-01 -1.363505814522311156e-02
5.183407802290647230e-03 9.994352252138134496e-01 -3.320185063169064921e-02
-1.940152553683457959e-02 9.988472334024778299e-01 -4.390654997901134726e-02
-2.812158385999713808e-02 -8.898985986883933830e-01 4.552907429035196740e-01
7.570038982983150200e-02 -5.270527349255370586e-01 8.464542903117232564e-01
-4.523562944290000082e-02 -9.321230609334784090e-01 3.593053535711755453e-01
-4.632873612280836995e-02 -9.514475875508382474e-01 3.043043482320836879e-01
-4.478176446239159197e-02 -9.403042369644720733e-01 3.373759557501049278e-01
-2.914205011982257208e-03 9.999896718382653704e-01 -3.487639021796381383e-03
-1.933936162691620234e-02 9.982108830873135386e-01 -5.657757486768994620e-02
-1.428121197223162532e-02 9.979805159535767300e-01 -6.189456164831413920e-02
7.498854367800103504e-02 9.898528956694448988e-01 -1.206978179250465522e-01
7.173057446487211830e-02 9.757157369133647729e-01 -2.069626184279398096e-01
5.682530535798953342e-02 9.959968162921744028e-01 -6.900164205889451619e-02
-5.508589564823276885e-02 -9.928860359714467565e-01 1.055597635159296055e-01
3.767477296227028649e-01 -9.254239621558466578e-01 4.064035545997026627e-02
7.452927269899443929e-02 -9.916553580355577102e-01 1.051904862158588028e-01
-5.839911674562175276e-02 -9.801335678027687237e-01 1.895461221696361220e-01
-8.594416043762248547e-02 -9.958311688264742667e-01 3.055952356255206559e-02
-6.606300616463882391e-02 -9.973383289094885917e-01 3.085347475600615577e-02
-7.814914435804093396e-02 -9.961652389107203964e-01 3.933863269171081201e-02
8.124082156377561426e-03 9.990756755091323438e-01 -4.221130056142818193e-02
2.416513372618879149e-02 9.210484272306533882e-01 3.886976215619733499e-01
5.036774253383886728e-03 9.978095343136244022e-01 6.596032245182338605e-02
-7.866087523687037564e-02 5.796064149736985804e-01 -8.110911603687382954e-01
-8.399075248551900186e-02 5.739525866164766343e-01 -8.145698139589829800e-01
-1.165567510620934590e-03 9.998462896886330942e-01 1.749395462016253497e-02
2.414460042451759686e-02 9.996986838235266681e-01 4.424910377495535480e-03
4.882061741288784562e-02 9.987917000059857164e-01 5.629148654772996724e-03
1.401832823135867531e-02 -1.295090456010165869e-01 9.914791442996225834e-01
1.651703031014667075e-02 -1.859541234581635061e-01 9.824195904391564982e-01
3.655261430266266987e-02 -2.332456073220557646e-01 9.717306175337926399e-01
-1.406301000705199034e-01 8.804656698639858892e-01 -4.527729885330155635e-01
-1.734374522438588417e-01 9.784501580564347600e-01 1.120479288451913108e-01
-1.777742029346952302e-01 9.540493378649221867e-01 -2.412181454419162763e-01
-1.121485708995565295e-01 8.949642207337108468e-01 -4.318121601480078842e-01
-8.783408805409348430e-02 6.154020190410854907e-01 -7.833042371491815148e-01
3.405793101559767555e-01 -2.563433660686686433e-01 9.045959386191513296e-01
3.816866957477964561e-01 -7.024692136245727081e-01 6.007098053126845860e-01
1.978021027278489830e-01 2.623415521063810485e-01 9.444846415875995937e-01
-1.270678804845353227e-01 -7.189341984568442534e-01 6.833647430460417782e-01
-1.795862706025510014e-01 7.701331202055103908e-01 -6.120814885075289702e-01
-1.991642160220426505e-01 9.696120502671248254e-01 1.420777499579289893e-01
-1.872700024504035665e-01 9.817323247431939404e-01 -3.363909535867495859e-02
1.140671979578793682e-01 -9.922067683201217791e-01 5.014382563963478562e-02
1.164585999598196225e-01 8.831759316806876425e-01 -4.543541220186607110e-01
1.799430843046336825e-01 8.287350831100089021e-02 9.801798141316530044e-01
1.645349786008562520e-01 -1.528061574090857494e-02 9.862528801475787255e-01
-7.926851387869215948e-02 -6.307864263269450378e-01 -7.718970054800997627e-01
1.496372303451181940e-01 -6.814078646511687598e-01 -7.164440112710668274e-01
-6.828085520642886153e-02 -9.666871977362850865e-01 2.466851972556261541e-01
-1.938187823415057909e-01 7.352794505073749765e-01 -6.494600905931240398e-01
2.207631979491059548e-01 5.227385594056858098e-01 8.234124172865940894e-01
-1.718971726437662217e-01 9.682192322448918143e-01 -1.816669489703379436e-01
1.670592387735823636e-01 -1.145096772534301560e-01 9.792746012001467548e-01
2.659810055386242419e-02 9.994915355173823457e-01 1.758441002797630701e-02
1.745174995348958980e-01 -2.466619699763973050e-01 9.532583673503477462e-01
1.913772640854017326e-01 -2.155031506571873368e-01 9.575662561139108853e-01
-1.587099976268027124e-01 8.079097112246126366e-01 -5.675324089091858815e-01
-2.031873888723472257e-02 9.974208709978769072e-01 -6.883861523787931924e-02
-1.544930129413950824e-02 9.989934065376360195e-01 -4.211285770228018199e-02
-1.061950867901441248e-01 -9.937123110713459440e-01 3.547458762097817353e-02
9.383934468340258961e-03 9.999053428235677998e-01 1.006216511378757970e-02
1.945707279053748850e-01 -4.231199454272126514e-01 8.849360110335916518e-01
3.480827816684989306e-02 -7.361808485819570924e-01 6.758891491599852142e-01
2.145332655532382685e-02 -7.549221715094016627e-01 6.554634007656263694e-01
2.562410039204885207e-02 9.994348561991839297e-01 2.175715269088998940e-02
-7.229082720583826505e-02 -6.710652062204518487e-01 -7.378655197949001154e-01
-3.958960519495700880e-02 9.977490138295074251e-01 -5.412548903015141494e-02
-6.811468906700086923e-02 -9.638001186214089078e-01 2.577784329199473423e-01
-7.652486559540874755e-02 -8.446327890794764759e-01 5.298484656554450778e-01
2.311070576561555581e-02 9.996189019950908472e-01 1.509788240595826871e-02
2.381881842037447683e-02 9.996574898127977837e-01 1.084282943853823872e-02
-6.956445157347790342e-02 -4.332881423695950640e-01 -8.985667325019254248e-01
-7.730917150594024401e-02 -8.349739702528700125e-01 -5.448318648915686513e-01
-1.922615977143285193e-01 9.760182267884776053e-01 -1.020974976236429799e-01
-2.102655810789812452e-01 9.586800838087826682e-01 -1.916269352724290775e-01
7.159142202970011741e-03 9.999557260704237116e-01 -6.106765255783780551e-03
2.643890536685030573e-02 9.996009927693635388e-01 9.941807557252659369e-03
1.913416158610535545e-02 9.998156133021642855e-01 1.619647373284275986e-03
1.767971833699095163e-01 -8.081161665735023814e-01 -5.618638778877085294e-01
1.651260222988393811e-01 9.839577608470999603e-01 6.753163427997763146e-02
1.274981709782990746e-01 9.847842979677765562e-01 1.180851509432999796e-01
-1.060783187462202293e-01 -9.942391829673256076e-01 1.535699659568581441e-02
-1.750621683787097899e-02 9.977446019155102874e-01 -6.480155646653330825e-02
1.180968646347773793e-01 9.854138833766219463e-01 1.225259524020944069e-01
-9.398834700161479150e-02 -9.943018739429539954e-01 5.029884791358716495e-02
-1.390506970028912437e-01 8.741197328495872165e-01 -4.653811301567525871e-01
-1.561569126054295487e-01 9.437315657588837281e-01 -2.915231559170316511e-01
-6.015562757865819399e-02 -9.981001422224392572e-01 1.331940562353708599e-02
-2.938713084579866117e-02 9.974279952450961773e-01 -6.537423683684936981e-02
-3.597373201421828759e-02 9.967706459438392397e-01 -7.179254828790214427e-02
-2.715224652359893992e-02 9.980821038386864519e-01 -5.563155135050062289e-02
-3.812913744485010165e-02 9.945292452916386639e-01 -9.725095957035742589e-02
-2.317335420901482299e-02 9.980549120842119315e-01 -5.787389842821689251e-02
-3.712738444349641953e-02 9.964647676845880264e-01 -7.536261730914618762e-02
-1.885951426181270776e-02 9.988821244951583411e-01 -4.334535829644658306e-02
-2.302681243612859918e-02 9.979436565762599409e-01 -5.981825982285842586e-02
-2.017965290979542234e-02 9.986881043087035836e-01 -4.706221330035470496e-02
-2.318855137239758321e-02 9.982584767731006448e-01 -5.424301462767935900e-02
-2.638018056823406357e-02 9.948540119622123479e-01 -9.782423501299447599e-02
-3.786314253609435188e-02 9.966454286176156252e-01 -7.255530340988587679e-02
-3.235292652323301654e-02 9.970293757742073604e-01 -6.989786826990139479e-02
-3.655526655979193101e-02 9.926542289808201192e-01 -1.153312367627954832e-01
-3.559049065567377462e-02 9.965028519089442760e-01 -7.560015285850264777e-02
-2.737626112052600480e-02 9.984027774753636564e-01 -4.942099004006624691e-02
-2.437045854996937322e-02 9.984410914720629471e-01 -5.021421721126131943e-02
-2.439090971805681768e-02 9.984509983429477042e-01 -5.000687383847041145e-02
-2.143967757876643482e-02 9.988212567036390821e-01 -4.354810423292515553e-02
-2.854023504746632314e-02 9.981326334025915070e-01 -5.400649146392672711e-02
-1.560954923379136682e-02 9.991811545584153853e-01 -3.732776912742124392e-02
-1.604990874327685835e-02 9.990764249067713987e-01 -3.985846992593563426e-02
-1.743056498582409158e-02 9.987462013183261433e-01 -4.692761187710727672e-02
-2.443222942047476240e-02 9.984099542021135365e-01 -5.079989680775835736e-02
-3.806848921342311648e-02 9.945126520006758453e-01 -9.744421552657742125e-02
-9.762592293441719332e-03 9.952971489624257151e-01 -9.637570782608559372e-02
-4.837779168965544024e-02 9.879767970794143261e-01 -1.468381343654776849e-01
-3.208342386624207787e-02 9.972123105082265626e-01 -6.736662143720342777e-02
2.094905821154425044e-02 9.997751682998692324e-01 3.278690442449893900e-03
3.036634067969440354e-02 9.995184452558542043e-01 6.384586677674664035e-03
3.157408398261965510e-02 9.994172792186241105e-01 1.296839311176256442e-02
2.526756576072225133e-02 9.996658665648144870e-01 5.450261071379144430e-03
3.325333281609769986e-02 9.994118722275077138e-01 8.374097403878275059e-03
2.941597008434842370e-02 9.995502937778935060e-01 5.823307696096672280e-03
1.504448623021355583e-02 9.998848721091104785e-01 -1.976350529826313013e-03
2.375207508393024566e-02 9.996750704251448072e-01 9.251621462694850986e-03
2.921591020819661738e-02 9.995400419945789094e-01 8.132345306361877732e-03
2.663054188039572223e-02 9.996157011880539844e-01 7.698323029823813529e-03
2.750835454158059509e-02 9.995971345997644031e-01 6.989916333920801264e-03
2.933926423789906188e-02 9.995489560872120594e-01 6.410301002560833683e-03
2.536680865510294175e-02 9.996407070579683696e-01 8.659203849117865295e-03
2.638977932286979203e-02 9.996108764979758643e-01 9.037429625652021112e-03
3.046364872282781092e-02 9.994909079390782436e-01 9.481089262798900533e-03
-1.447596258146717843e-02 9.998696188070070878e-01 -7.154851086517620591e-03
2.922339781884013277e-02 9.995170546052107863e-01 1.056648348533473745e-02
1.003401006101455398e-02 9.999477144660564587e-01 1.971541580932802996e-03
2.170959754718230009e-02 9.997620694028788169e-01 2.120838893639190748e-03
-4.944898352084196522e-03 9.996677786352626827e-01 -2.529585615722402051e-02
2.437509077734843418e-02 9.996921165808866361e-01 4.639719347422493166e-03
1.963778632700725890e-02 9.998029056130197656e-01 2.916723493554976374e-03
2.376726753684831744e-02 9.996971072896631005e-01 6.388322981173877486e-03
1.057850675113335180e-03 9.998153139848582338e-01 -1.918903002521606463e-02
9.602558741063362824e-01 2.791157450779924720e-01 -1.748454698556437719e-03
8.776319032115188420e-03 9.999403735236483959e-01 -6.498124470417044815e-03
2.680715983532548294e-02 9.996051866427344557e-01 8.417067096528476483e-03
1.144151972480091962e-02 9.999344365700336690e-01 4.628042310419616949e-04
3.032732966112336795e-02 9.995394659763801037e-01 -1.053105540015598571e-03
3.159070593253798798e-02 9.994871392567691304e-01 5.242686239281416603e-03
3.019281684426521409e-02 9.995355917867638773e-01 4.122446178245315306e-03
2.640546208047149859e-02 9.996162246402372498e-01 8.375858661384129669e-03
2.840517494058389034e-02 9.995695591324413876e-01 7.337744365374350777e-03
-1.470086665808341842e-03 9.996027068889483669e-01 -2.814724188055119092e-02
-2.762771782850474353e-02 9.981822358506122761e-01 -5.356242376761359558e-02
-1.490763211628990531e-02 9.985568831666584710e-01 -5.159373591022285710e-02
-2.735822726490806309e-02 9.975858195599353051e-01 -6.382836370966948891e-02
-3.559281926736147794e-02 9.068663592241404947e-01 4.199125596170626418e-01
